Name,Rank,Count,X..100K,X..White,X..Black,X..API,X..AIAN,X..2.or.More.Races,X..Hispanic.Origin,Rank.in.2000,Count.in.2000,Change.since.2000,X..Change,Rank.change,Cumulative.proportion...100.000,race
HAAN,15183,1940,0.66,92.53,0.67,2.53,0.52,1.03,2.73,15192,1780,160,9.0%,9,,white
HAAPALA,36630,610,0.21,93.77,,,2.62,1.48,1.64,37266,563,47,8.3%,636,,white
HAAR,14286,2096,0.71,93.99,0.76,1.43,0.57,0.81,2.43,12839,2198,-102,-4.6%,-1447,,white
HAAS,1001,34918,11.84,95.16,0.3,0.54,0.44,1.21,2.35,941,34032,886,2.6%,-60,,white
HAASE,3989,8904,3.02,94.7,0.93,0.6,0.39,1.16,2.22,3751,8684,220,2.5%,-238,,white
HABBEN,39960,549,0.19,93.62,,,2.19,2.55,,40690,506,43,8.5%,730,,white
HABECK,22334,1154,0.39,96.27,,,1.04,0.95,1.21,20982,1168,-14,-1.2%,-1352,,white
HABECKER,35945,624,0.21,96.31,0,1.12,0,0.8,1.76,35053,609,15,2.5%,-892,,white
HABEEB,27818,863,0.29,70.57,8.57,13.79,,3.71,,30929,710,153,21.5%,3111,,white
HABEGGER,26391,925,0.31,97.08,,0.65,,0.86,1.19,27526,824,101,12.3%,1135,,white
HABEL,17495,1611,0.55,95.34,0.43,0.93,0.43,1.24,1.61,15870,1683,-72,-4.3%,-1625,,white
HABENICHT,46944,426,0.16,96.95,,,0,(S),1.41,,,,"",,82143.78,white
HABER,6458,5258,1.78,91.18,0.55,1.39,0.21,1.52,5.15,6086,5202,56,1.1%,-372,,white
HABERER,29334,806,0.27,95.66,,1.12,,1.12,1.74,28433,790,16,2.0%,-901,,white
HABERKORN,23920,1055,0.36,96.3,,,0,(S),2.65,22723,1055,0,0.0%,-1197,,white
HABERL,48021,414,0.15,96.62,,1.21,0,(S),1.93,,,,"",,82311.67,white
HABERLAND,45227,446,0.17,94.84,,,,2.24,1.57,,,,"",,81865.06,white
HABERLE,34707,651,0.22,96.16,,,,2.76,,34150,628,23,3.7%,-557,,white
HABERMAN,8178,4053,1.37,95.11,0.27,0.49,0.52,1.11,2.49,7671,4000,53,1.3%,-507,,white
HABERMANN,40204,545,0.18,93.39,1.47,,,1.47,3.3,38644,538,7,1.3%,-1560,,white
HABERMEHL,37993,584,0.2,95.89,1.2,,,1.03,1.2,37319,562,22,3.9%,-674,,white
HABERSHAM,33036,693,0.23,1.59,93.94,,,2.16,2.02,34757,615,78,12.7%,1721,,black
HABERSTROH,31383,738,0.25,95.8,,0.68,,(S),2.3,31986,681,57,8.4%,603,,white
HABIG,35537,633,0.21,96.84,,1.26,0,1.26,,31774,687,-54,-7.9%,-3763,,white
HABIGER,45482,443,0.16,96.61,1.13,,,(S),,,,,"",,81908.08,white
HABLE,31412,737,0.25,97.69,,,,0.68,0.68,30868,712,25,3.5%,-544,,white
HABTE,40371,542,0.18,1.66,94.65,1.29,,2.21,,57252,333,209,62.8%,16881,,black
HACH,42094,516,0.17,81.78,,15.12,0,(S),2.13,37534,558,-42,-7.5%,-4560,,white
HACHEM,45227,446,0.17,69.51,,,0,26.68,2.91,,,,"",,81865.23,white
HACHEM,34967,645,0.22,93.49,,,,2.33,2.79,45227,446,199,44.6%,10260,,white
HACHEY,28100,852,0.29,94.48,,0.82,,1.41,2.46,26493,866,-14,-1.6%,-1607,,white
HACK,5379,6468,2.19,85.78,7.27,2.5,0.29,1.44,2.72,5358,5979,489,8.2%,-21,,white
HACKBART,48109,413,0.15,95.64,,,0,1.21,2.42,,,,"",,82326.54,white
HACKBARTH,12894,2385,0.81,95.72,,0.88,,2.01,1.22,12145,2355,30,1.3%,-749,,white
HACKEL,31068,747,0.25,94.78,2.14,0.67,,1.87,,27313,832,-85,-10.2%,-3755,,white
HACKENBERG,21382,1224,0.41,95.59,,0.82,,1.39,1.72,20676,1189,35,2.9%,-706,,white
HACKER,2642,13625,4.62,93.87,1.56,0.47,0.7,1.56,1.83,2513,13178,447,3.4%,-129,,white
HACKETT,1772,20278,6.87,77.26,17.13,0.63,0.53,2.06,2.39,1671,19637,641,3.3%,-101,,white
HACKING,32396,710,0.24,93.66,,0.7,,2.68,2.54,34554,620,90,14.5%,2158,,white
HACKL,37076,602,0.2,96.18,,,,(S),2.16,38587,539,63,11.7%,1511,,white
HACKLEMAN,37691,590,0.2,94.41,,,0.85,(S),3.56,37938,550,40,7.3%,247,,white
HACKLER,9638,3367,1.14,88.12,5.61,0.62,1.01,1.96,2.67,9723,3067,300,9.8%,85,,white
HACKMAN,7801,4242,1.44,90.92,5.26,0.8,0.24,1.23,1.56,7620,4023,219,5.4%,-181,,white
HACKMANN,34835,648,0.22,96.14,0.93,0.93,0,1.23,0.77,33876,634,14,2.2%,-959,,white
HACKNEY,3727,9507,3.22,81.4,14.09,0.42,0.5,1.69,1.88,3516,9291,216,2.3%,-211,,white
HACKWORTH,7303,4566,1.55,85.09,9.88,0.68,0.77,1.53,2.06,7051,4375,191,4.4%,-252,,white
HADAD,29502,800,0.27,81.75,0.88,1.88,0,2.63,12.88,33142,651,149,22.9%,3640,,white
HADAWAY,16179,1786,0.61,91.77,4.82,,,1.62,1.4,15530,1729,57,3.3%,-649,,white
HADDAD,3318,10804,3.66,90.25,1.02,0.85,0.11,4.04,3.73,3507,9317,1487,16.0%,189,,white
HADDAWAY,47120,424,0.16,94.34,1.18,,1.42,1.65,,,,,"",,82171.99,white
HADDEN,5281,6593,2.24,84.92,10.56,0.73,0.53,1.73,1.53,5473,5840,753,12.9%,192,,white
HADDIX,10565,3033,1.03,90.54,4.85,0.63,0.49,1.35,2.14,9839,3030,3,0.1%,-726,,white
HADDOCK,4472,7940,2.69,83.56,6.5,0.62,0.79,2.14,6.39,4304,7628,312,4.1%,-168,,white
HADDON,16247,1777,0.6,86.61,6.36,0.79,1.13,2.64,2.48,15771,1698,79,4.7%,-476,,white
HADDOX,13079,2348,0.8,87.05,6.6,0.51,1.06,2.04,2.73,12803,2207,141,6.4%,-276,,white
HADE,42511,510,0.17,87.45,5.29,1.37,0,1.18,4.71,37374,561,-51,-9.1%,-5137,,white
HADEN,10445,3080,1.04,87.01,8.8,0.42,0.36,1.66,1.75,10093,2944,136,4.6%,-352,,white
HADER,35203,640,0.22,90.47,,,,0.94,7.19,37480,559,81,14.5%,2277,,white
HADFIELD,13391,2275,0.77,95.21,0.66,0.44,0.53,1.19,1.98,12976,2166,109,5.0%,-415,,white
HADLER,32396,710,0.24,94.37,1.41,,,1.27,2.11,31530,694,16,2.3%,-866,,white
HADLEY,1653,21771,7.38,77.42,15.64,1.12,1.67,1.86,2.29,1590,20710,1061,5.1%,-63,,white
HADLOCK,14937,1981,0.67,93.59,2.02,0.3,0.35,1.62,2.12,15024,1804,177,9.8%,87,,white
HADNOT,18918,1443,0.49,7.42,84.55,0.42,0.83,4.23,2.56,19263,1302,141,10.8%,345,,black
HADSALL,46614,430,0.16,96.28,,,,1.4,,,,,"",,82089.84,white
HADSELL,25459,971,0.33,96.81,,0.51,0,(S),1.96,24513,956,15,1.6%,-946,,white
HADZIC,30165,777,0.26,98.2,,,0,0.77,0.9,39378,526,251,47.7%,9213,,white
HAECKER,37288,598,0.2,90.8,,0.84,,1.51,6.35,38198,545,53,9.7%,910,,white
HAEFELE,36204,619,0.21,95.32,,,,1.13,2.42,34554,620,-1,-0.2%,-1650,,white
HAEFNER,16716,1712,0.58,97.37,,0.29,,0.64,1.34,15796,1693,19,1.1%,-920,,white
HAEGELE,29947,784,0.27,96.94,,,0,0.77,2.04,29016,770,14,1.8%,-931,,white
HAEN,31689,729,0.25,95.47,,,,0.82,2.33,29932,740,-11,-1.5%,-1757,,white
HAERTEL,49159,402,0.15,96.77,,,0,(S),2.24,,,,"",,82483.2,white
HAESE,39607,555,0.19,95.68,0,,,(S),3.6,38524,540,15,2.8%,-1083,,white
HAFEEZ,25115,988,0.33,5.16,6.88,81.38,1.01,4.45,1.11,33333,646,342,52.9%,8218,,asian
HAFELE,49249,401,0.15,98.5,0,0,,(S),,,,,"",,82500.02,white
HAFEN,22471,1145,0.39,91.97,,,1.14,1.14,5.15,24680,948,197,20.8%,2209,,white
HAFER,8308,3989,1.35,94.89,0.5,0.65,0.15,1.73,2.08,8101,3771,218,5.8%,-207,,white
HAFF,22573,1138,0.39,89.46,,,2.81,4.13,2.46,20270,1221,-83,-6.8%,-2303,,white
HAFFEY,24822,1003,0.34,94.82,,0.9,,0.6,3.59,24224,970,33,3.4%,-598,,white
HAFFNER,10176,3170,1.07,93.5,1.32,0.76,0.5,1.58,2.33,10049,2958,212,7.2%,-127,,white
HAFFORD,21960,1182,0.4,69.8,24.28,0.68,1.02,2.2,2.03,21848,1109,73,6.6%,-112,,white
HAFLEY,22809,1123,0.38,91.01,4.36,,,0.98,2.67,22570,1063,60,5.6%,-239,,white
HAFNER,6532,5187,1.76,95.57,0.46,0.37,0.48,1.39,1.74,6136,5140,47,0.9%,-396,,white
HAFT,31184,744,0.25,94.35,,0.81,,1.48,2.82,28433,790,-46,-5.8%,-2751,,white
HAGA,10679,2994,1.01,88.98,0.73,5.44,0.6,1.84,2.4,9972,2986,8,0.3%,-707,,white
HAGADORN,31754,727,0.25,94.77,,,1.1,1.24,1.79,32267,673,54,8.0%,513,,white
HAGAMAN,19177,1416,0.48,95.69,,0.85,,1.13,1.2,18701,1357,59,4.3%,-476,,white
HAGAN,1710,21017,7.12,85.81,8.8,1.02,0.47,1.57,2.34,1643,19973,1044,5.2%,-67,,white
HAGAR,10458,3075,1.04,89.4,2.7,1.95,0.72,2.34,2.89,10416,2836,239,8.4%,-42,,white
HAGARTY,39837,551,0.19,96.01,,,0,2.54,,38464,541,10,1.8%,-1373,,white
HAGBERG,17345,1629,0.55,94.9,,0.8,,1.23,2.15,16238,1635,-6,-0.4%,-1107,,white
HAGE,11409,2763,0.94,92.04,2.35,0.87,0.25,1.38,3.11,10867,2692,71,2.6%,-542,,white
HAGEDORN,8040,4116,1.4,95,0.34,1,0.12,1.92,1.63,7296,4213,-97,-2.3%,-744,,white
HAGEL,17559,1602,0.54,93.63,,0.69,,2.31,2.75,15640,1716,-114,-6.6%,-1919,,white
HAGEMAN,6226,5494,1.86,95.87,0.84,0.31,0.16,0.78,2.04,5943,5333,161,3.0%,-283,,white
HAGEMANN,12656,2444,0.83,95.62,,0.49,,1.6,1.92,12261,2327,117,5.0%,-395,,white
HAGEMEIER,34801,649,0.22,96.15,0,,,1.08,2.31,35387,602,47,7.8%,586,,white
HAGEMEISTER,48380,410,0.15,97.8,,,0,(S),1.22,,,,"",,82366.97,white
HAGEMEYER,34967,645,0.22,95.66,,,,1.86,1.24,34399,623,22,3.5%,-568,,white
HAGEN,1518,23616,8.01,93.91,1,0.68,0.43,1.67,2.32,1403,23175,441,1.9%,-115,,white
HAGENBUCH,27260,887,0.3,97.52,,,0,1.13,1.13,27562,823,64,7.8%,302,,white
HAGENOW,48877,405,0.15,98.77,,0,,(S),0,,,,"",,82441.01,white
HAGER,1707,21106,7.16,94.35,1.36,0.5,0.45,1.44,1.89,1611,20422,684,3.3%,-96,,white
HAGERMAN,6297,5426,1.84,93.53,2.38,0.41,0.28,1.42,1.99,6127,5153,273,5.3%,-170,,white
HAGERTY,5983,5750,1.95,94.05,0.9,0.77,0.57,1.32,2.38,5866,5405,345,6.4%,-117,,white
HAGEY,38050,583,0.2,94.85,,0.86,,1.54,1.72,33090,652,-69,-10.6%,-4960,,white
HAGG,30390,769,0.26,89.34,3.77,0.78,1.17,2.34,2.6,26493,866,-97,-11.2%,-3897,,white
HAGGARD,4230,8384,2.84,88.45,5.58,0.69,1.11,2.04,2.12,3931,8300,84,1.0%,-299,,white
HAGGART,40800,535,0.18,94.39,,,,2.8,1.5,30900,711,-176,-24.8%,-9900,,white
HAGGE,31482,735,0.25,96.46,0.95,,,(S),1.36,29390,758,-23,-3.0%,-2092,,white
HAGGERTY,3194,11320,3.84,88.72,6.35,0.49,0.36,1.73,2.34,3032,10961,359,3.3%,-162,,white
HAGGETT,35147,641,0.22,91.73,2.18,,,1.09,4.37,30614,719,-78,-10.8%,-4533,,white
HAGGINS,17080,1662,0.56,16.97,75.27,0.36,3.85,2.17,1.38,18364,1391,271,19.5%,1284,,black
HAGIN,28967,820,0.28,88.17,8.17,1.1,0,1.46,1.1,25356,917,-97,-10.6%,-3611,,white
HAGLE,29768,790,0.27,93.16,,,1.52,1.27,2.91,27970,807,-17,-2.1%,-1798,,white
HAGLER,5958,5775,1.96,76.78,18.29,0.48,0.52,2.42,1.51,5902,5368,407,7.6%,-56,,white
HAGLEY,43732,493,0.17,70.18,24.95,,,1.22,2.43,45227,446,47,10.5%,1495,,white
HAGLEY,45227,446,0.17,74.22,19.73,,,4.48,,,,,"",,81865.39,white
HAGLUND,12696,2431,0.82,96.01,,0.78,,1.36,1.56,11978,2393,38,1.6%,-718,,white
HAGMAN,19747,1364,0.46,93.99,1.17,,,1.69,2.27,17548,1479,-115,-7.8%,-2199,,white
HAGMANN,43285,499,0.17,94.39,0,1,1.4,2,1.2,41130,500,-1,-0.2%,-2155,,white
HAGNER,31873,724,0.25,97.1,,,,0.83,1.38,30199,732,-8,-1.1%,-1674,,white
HAGOOD,8427,3922,1.33,73.02,22.85,0.59,0.56,1.35,1.63,7848,3912,10,0.3%,-579,,white
HAGOPIAN,14970,1975,0.67,93.32,,0.51,,2.48,3.19,14054,1967,8,0.4%,-916,,white
HAGOS,23675,1070,0.36,2.06,93.64,1.4,,1.87,,35187,606,464,76.6%,11512,,black
HAGSTROM,13509,2245,0.76,95.72,,0.71,,0.85,2.32,12667,2240,5,0.2%,-842,,white
HAGY,11299,2795,0.95,94.92,0.47,0.75,0.47,1.79,1.61,10152,2918,-123,-4.2%,-1147,,white
HAHN,859,40250,13.65,90.16,0.48,5.69,0.33,1.3,2.04,822,38354,1896,4.9%,-37,,white
HAHNE,24982,995,0.34,96.28,,,0.8,1.11,1.21,23350,1016,-21,-2.1%,-1632,,white
HAI,29093,815,0.28,17.67,2.82,75.09,0,3.68,0.74,35187,606,209,34.5%,6094,,asian
HAID,30799,756,0.26,92.86,1.98,1.19,0,1.59,2.38,28433,790,-34,-4.3%,-2366,,white
HAIDAR,26630,915,0.31,80.44,,6.01,,5.68,5.57,38035,548,367,67.0%,11405,,white
HAIG,17864,1566,0.53,87.8,4.21,3.13,,(S),2.81,16562,1596,-30,-1.9%,-1302,,white
HAIGH,11534,2727,0.92,93.73,0.37,0.73,0.4,1.39,3.37,10831,2701,26,1.0%,-703,,white
HAIGHT,5062,6929,2.35,92.64,1.57,0.98,0.38,1.83,2.6,4786,6739,190,2.8%,-276,,white
HAIK,49159,402,0.15,91.54,1.49,2.24,0,2.24,2.49,,,,"",,82483.35,white
HAIL,364,86240,29.24,73.14,21.6,0.37,0.53,2.09,2.27,10323,2860,83380,2915.4%,9959,,white
HAILU,22183,1164,0.39,1.55,95.88,0.69,0,1.46,0.43,36531,578,586,101.4%,14348,,black
HAIN,11365,2776,0.94,92.98,1.8,2.16,0.32,1.15,1.59,10779,2717,59,2.2%,-586,,white
HAINES,1201,29462,9.99,89.91,5.11,0.54,0.69,1.63,2.12,1102,29065,397,1.4%,-99,,white
HAINEY,37288,598,0.2,79.77,13.55,,,2.51,2.51,33690,638,-40,-6.3%,-3598,,white
HAINLINE,22733,1127,0.38,94.5,0,0.62,0.8,1.51,2.57,22753,1053,74,7.0%,20,,white
HAINS,26795,908,0.31,87.89,4.96,,,2.53,3.41,24857,940,-32,-3.4%,-1938,,white
HAINSWORTH,30630,761,0.26,85.81,11.04,0.66,0,1.71,0.79,29237,763,-2,-0.3%,-1393,,white
HAIR,4539,7814,2.65,79.14,12.98,0.68,2.56,2.28,2.37,3959,8231,-417,-5.1%,-580,,white
HAIRE,5942,5794,1.96,84.36,10.63,0.59,0.85,1.48,2.09,5610,5672,122,2.2%,-332,,white
HAIRFIELD,43732,493,0.17,97.36,,0,0,(S),1.83,40265,512,-19,-3.7%,-3467,,white
HAIRSTON,2260,16090,5.45,12.18,80.85,0.36,0.17,4.38,2.06,2242,14891,1199,8.1%,-18,,black
HAISLIP,14706,2021,0.69,88.42,6.14,,,2.47,2.13,14983,1810,211,11.7%,277,,white
HAIST,42720,507,0.17,96.84,,,,(S),1.78,39678,521,-14,-2.7%,-3042,,white
HAITHCOCK,24404,1026,0.35,84.7,9.55,0.49,0.88,3.7,0.68,23143,1030,-4,-0.4%,-1261,,white
HAJDUK,26975,899,0.3,96.22,,,0,(S),3.11,27258,834,65,7.8%,283,,white
HAJEK,14172,2119,0.72,94.86,0.33,0.47,0.24,1.18,2.93,12764,2219,-100,-4.5%,-1408,,white
HAJJAR,22235,1160,0.39,93.71,,0.69,,2.16,3.36,23781,993,167,16.8%,1546,,white
HAK,37735,589,0.2,23.94,,70.97,,1.19,3.4,40690,506,83,16.4%,2955,,asian
HAKALA,19614,1375,0.47,94.04,0.36,0.87,0.65,2.11,1.96,17781,1452,-77,-5.3%,-1833,,white
HAKANSON,33990,669,0.23,96.11,,,0,1.05,2.24,34114,629,40,6.4%,124,,white
HAKE,8432,3918,1.33,94.33,1.79,0.69,0.31,0.94,1.94,8017,3816,102,2.7%,-415,,white
HAKES,12500,2480,0.84,93.19,0.73,0.6,0.48,1.98,3.02,11810,2429,51,2.1%,-690,,white
HAKIMI,24593,1016,0.34,73.33,0.59,3.54,0,20.77,1.77,28166,800,216,27.0%,3573,,white
HAKIMIAN,35294,638,0.22,88.56,0,1.25,0,9.25,0.94,38141,546,92,16.8%,2847,,white
HAKOBYAN,29878,786,0.27,97.2,0,,0,2.29,,104257,159,627,394.3%,74379,,white
HALABI,36585,611,0.21,91.49,,1.64,,2.78,3.6,43955,462,149,32.3%,7370,,white
HALAS,25272,980,0.33,93.78,,1.53,,2.04,2.55,24271,968,12,1.2%,-1001,,white
HALASZ,35764,628,0.21,95.7,,,0,1.43,2.23,34342,624,4,0.6%,-1422,,white
HALBACH,23500,1081,0.37,96.39,,0.74,,1.02,1.48,22322,1077,4,0.4%,-1178,,white
HALBERG,28525,836,0.28,94.38,,,0.96,1.56,2.15,25041,930,-94,-10.1%,-3484,,white
HALBERSTADT,38640,572,0.19,98.43,0,,0,(S),,36129,586,-14,-2.4%,-2511,,white
HALBERSTAM,31516,734,0.25,99.18,,,0,(S),,39756,520,214,41.2%,8240,,white
HALBERT,6888,4878,1.65,84.44,10,0.74,0.7,2.03,2.09,6861,4518,360,8.0%,-27,,white
HALBIG,48963,404,0.15,94.31,,,,2.23,1.73,,,,"",,82454.96,white
HALBLEIB,42640,508,0.17,95.47,,,0,2.36,1.38,43629,466,42,9.0%,989,,white
HALBROOK,18272,1520,0.52,93.95,,0.79,,1.05,3.75,18034,1426,94,6.6%,-238,,white
HALBROOKS,39052,564,0.19,97.16,,,,1.42,,38890,534,30,5.6%,-162,,white
HALBUR,32900,697,0.24,96.7,,,,1.15,1.15,33380,645,52,8.1%,480,,white
HALCOMB,8489,3883,1.32,89.93,4.56,0.46,0.77,2.01,2.27,8208,3719,164,4.4%,-281,,white
HALDEMAN,9850,3284,1.11,95.49,,0.82,,1.37,1.67,9736,3064,220,7.2%,-114,,white
HALDERMAN,37899,586,0.2,95.05,,,1.02,1.19,2.56,22934,1042,-456,-43.8%,-14965,,white
HALE,362,86618,29.36,82.23,11.41,0.54,1.19,2.21,2.42,338,82955,3663,4.4%,-24,,white
HALES,4240,8363,2.84,85.53,9.59,0.62,0.67,1.39,2.2,4238,7743,620,8.0%,-2,,white
HALEY,917,37858,12.83,81.27,13.23,0.54,0.72,2,2.24,869,36433,1425,3.9%,-48,,white
HALFACRE,23065,1108,0.38,79.6,13.18,,2.26,3.16,,23300,1020,88,8.6%,235,,white
HALFERTY,38948,566,0.19,95.94,,1.41,,(S),1.41,38263,544,22,4.0%,-685,,white
HALFHILL,29138,813,0.28,96.43,0,,,1.85,1.11,27439,827,-14,-1.7%,-1699,,white
HALFMANN,25356,976,0.33,96,0,,,(S),3.07,24827,941,35,3.7%,-529,,white
HALFORD,9712,3340,1.13,89.64,5.87,0.63,0.57,1.2,2.1,9329,3208,132,4.1%,-383,,white
HALIBURTON,23315,1092,0.37,25.37,67.31,,,4.12,2.47,23143,1030,62,6.0%,-172,,black
HALILOVIC,37442,595,0.2,98.49,,,0,(S),,51583,379,216,57.0%,14141,,white
HALK,46331,433,0.16,80.37,12.93,1.39,0,1.85,3.46,,,,"",,82047.27,white
HALKER,49366,400,0.15,95.25,3,,0,(S),1.25,,,,"",,82514.73,white
HALKO,31629,731,0.25,97.67,,,,0.68,1.09,30199,732,-1,-0.1%,-1430,,white
HALL,45,407076,138,72.65,21.59,0.64,0.65,2.22,2.25,30,473568,-66492,-14.0%,-15,,white
HALLADAY,16575,1731,0.59,95.26,1.04,,,1.27,1.85,16349,1622,109,6.7%,-226,,white
HALLAHAN,21157,1241,0.42,96.54,,,0,0.73,2.26,19991,1242,-1,-0.1%,-1166,,white
HALLAM,9712,3340,1.13,93.26,1.05,1.26,0.6,1.08,2.75,9798,3047,293,9.6%,86,,white
HALLAS,32792,700,0.24,94.43,1.14,,,(S),3.14,24642,950,-250,-26.3%,-8150,,white
HALLBERG,11411,2762,0.94,93.74,0.4,0.8,0.36,1.45,3.26,10900,2680,82,3.1%,-511,,white
HALLE,17823,1570,0.53,88.09,4.9,,,2.04,3.38,14314,1920,-350,-18.2%,-3509,,white
HALLECK,35395,636,0.22,96.38,,0.79,,(S),1.73,32782,660,-24,-3.6%,-2613,,white
HALLEN,32710,702,0.24,90.88,,2.99,,1.85,2.56,31848,685,17,2.5%,-862,,white
HALLENBECK,14447,2068,0.7,93.38,1.5,,,1.89,2.27,13931,1986,82,4.1%,-516,,white
HALLER,3568,9992,3.39,92.61,1.22,1.15,0.71,1.53,2.77,3426,9562,430,4.5%,-142,,white
HALLERAN,43077,502,0.17,94.42,,,1.2,1,2.99,38833,535,-33,-6.2%,-4244,,white
HALLETT,6000,5731,1.94,90.73,4.22,0.65,0.66,1.47,2.27,6205,5078,653,12.9%,205,,white
HALLEY,8394,3943,1.34,75.68,18.13,0.48,0.41,1.83,3.47,6432,4870,-927,-19.0%,-1962,,white
HALLFORD,18156,1533,0.52,89.56,1.04,0.72,2.22,3.33,3.13,17370,1499,34,2.3%,-786,,white
HALLGREN,24222,1036,0.35,95.37,0,,,0.68,3.38,23657,999,37,3.7%,-565,,white
HALLIDAY,7298,4568,1.55,89.89,4.73,0.61,0.48,1.82,2.47,6997,4418,150,3.4%,-301,,white
HALLIGAN,10013,3220,1.09,92.98,1.15,0.87,0.9,1.61,2.48,9598,3107,113,3.6%,-415,,white
HALLIN,34618,653,0.22,93.87,0.77,,,1.99,2.45,34757,615,38,6.2%,139,,white
HALLINAN,17874,1565,0.53,92.52,1.53,,,2.24,2.94,17734,1457,108,7.4%,-140,,white
HALLING,24260,1034,0.35,96.13,,0.68,,1.64,1.16,22745,1054,-20,-1.9%,-1515,,white
HALLISEY,30767,757,0.26,95.64,,0.92,,1.85,0.92,30264,730,27,3.7%,-503,,white
HALLIWELL,32935,696,0.24,92.39,,0.86,,3.45,2.73,27258,834,-138,-16.5%,-5677,,white
HALLMAN,3582,9938,3.37,83.53,11.47,0.56,0.38,1.89,2.16,3400,9642,296,3.1%,-182,,white
HALLMARK,7517,4426,1.5,94.04,0.32,0.41,1.54,1.58,2.12,6980,4428,-2,0.0%,-537,,white
HALLMON,46153,435,0.16,29.2,66.44,0,,3.22,,,,,"",,82017.98,black
HALLOCK,6837,4930,1.67,95.03,0.57,0.73,0.34,1.22,2.11,6684,4659,271,5.8%,-153,,white
HALLORAN,6248,5465,1.85,95.26,0.38,0.84,0.24,1.23,2.05,6061,5223,242,4.6%,-187,,white
HALLOWELL,12460,2491,0.84,91.45,2.41,0.48,1.93,1.49,2.25,12367,2304,187,8.1%,-93,,white
HALLQUIST,31150,745,0.25,95.3,,0.81,0,(S),3.36,30061,736,9,1.2%,-1089,,white
HALLS,16004,1814,0.61,73.21,21.66,0.5,0.5,1.21,2.92,16931,1550,264,17.0%,927,,white
HALLSTROM,19456,1389,0.47,96.11,,0.65,,0.79,2.23,20191,1227,162,13.2%,735,,white
HALLUM,16203,1782,0.6,80.86,8.87,0.84,3.87,2.36,3.2,16427,1613,169,10.5%,224,,white
HALLY,42030,517,0.18,85.49,7.93,0.97,0.97,1.74,2.9,38771,536,-19,-3.5%,-3259,,white
HALM,22124,1169,0.4,87.94,4.7,,,2.14,3.25,20887,1175,-6,-0.5%,-1237,,white
HALPER,24934,997,0.34,96.19,0.5,0.7,0,1.2,1.4,22654,1059,-62,-5.9%,-2280,,white
HALPERIN,16704,1714,0.58,93.47,0.29,0.88,0,1.17,4.2,16383,1618,96,5.9%,-321,,white
HALPERN,8032,4121,1.4,95.34,0.44,0.58,0.24,1.09,2.31,7660,4005,116,2.9%,-372,,white
HALPERT,29719,792,0.27,98.36,,,0,(S),,28088,803,-11,-1.4%,-1631,,white
HALPIN,5886,5865,1.99,95.82,0.38,0.61,0.2,1.11,1.88,5589,5699,166,2.9%,-297,,white
HALSETH,43811,492,0.17,92.89,,0,2.03,(S),4.27,40019,516,-24,-4.7%,-3792,,white
HALSEY,4654,7619,2.58,84,11.34,0.58,0.72,1.51,1.85,4422,7420,199,2.7%,-232,,white
HALSTEAD,3944,9027,3.06,91.28,3.19,0.58,0.4,1.91,2.65,3740,8713,314,3.6%,-204,,white
HALSTED,19498,1385,0.47,94.15,0.65,,,2.09,2.38,19882,1251,134,10.7%,384,,white
HALTEMAN,32268,714,0.24,97.48,,,0,0.7,0.84,32900,657,57,8.7%,632,,white
HALTER,7633,4349,1.47,95.36,0.8,0.8,0.18,1.08,1.77,7333,4185,164,3.9%,-300,,white
HALTERMAN,7961,4156,1.41,94.3,0.34,0.65,0.48,1.61,2.62,8930,3369,787,23.4%,969,,white
HALTIWANGER,37391,596,0.2,66.61,30.87,,,1.17,1.17,36572,577,19,3.3%,-819,,white
HALTOM,15483,1891,0.64,89,4.18,0.74,0.63,1.53,3.91,15428,1744,147,8.4%,-55,,white
HALUSKA,31150,745,0.25,97.45,0,,0,(S),2.15,30383,726,19,2.6%,-767,,white
HALVERSON,3040,11781,3.99,94.73,0.28,0.75,0.57,1.58,2.1,2896,11377,404,3.6%,-144,,white
HALVORSEN,9298,3500,1.19,93.34,0.2,1,0.37,2.11,2.97,9200,3260,240,7.4%,-98,,white
HALVORSON,5520,6298,2.14,95.27,0.29,0.7,0.64,1.41,1.7,5191,6184,114,1.8%,-329,,white
HAM,2133,16980,5.76,66.22,11.61,16.41,0.4,1.66,3.69,2103,15843,1137,7.2%,-30,,white
HAMACHER,29502,800,0.27,96.25,,,,1.38,1.5,29359,759,41,5.4%,-143,,white
HAMAD,17120,1657,0.56,74.95,10.68,5.01,0,6.88,2.47,21209,1153,504,43.7%,4089,,white
HAMAKER,18671,1473,0.5,95.32,,0.68,,1.49,1.97,17791,1451,22,1.5%,-880,,white
HAMAMOTO,38754,570,0.19,5.79,,78.6,,11.23,3.86,45909,438,132,30.1%,7155,,asian
HAMAMOTO,45909,438,0.16,4.11,,87.67,,4.57,3.2,,,,"",,81978.32,asian
HAMAN,10736,2974,1.01,84.94,4.07,5.41,0.5,2.42,2.66,12244,2332,642,27.5%,1508,,white
HAMANN,5705,6078,2.06,92.84,0.36,1.41,0.58,1.37,3.44,5758,5507,571,10.4%,53,,white
HAMAR,41501,524,0.18,91.41,1.15,2.29,0.95,2.1,2.1,37094,566,-42,-7.4%,-4407,,white
HAMBERG,31994,721,0.24,92.23,2.64,1.39,,(S),2.5,28375,792,-71,-9.0%,-3619,,white
