q326,q327,q328,q329,q330,q331,q332,q333,q334,q335,q336,q395,q396,q397,q398,q399,q400,q401,q402,q403,q404,q405,q406,q407,q408,F_GT_UGA,F_GT,F_UGA,F_ONLY
1,0,Racing,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$50k-$74,999",30548,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30339,0,0,0,0
1,1,First-person shooters,3,2,0,0,0,0,1,0,Male,25-34,Advanced or professional degree,,,African American,,,,,Yes,Yes,"$150k-$249,999",30039,0,0,0,0
0,,,2,2,0,0,0,0,1,0,Female,55-64,Some college,White,,,,,,,Yes,No,"$150k-$249,999",30047,0,0,0,0
4,0,Other,5,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30248,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30189,0,0,0,0
1,1,Real-time strategy,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30066,0,0,0,0
2,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,Yes,Yes,"$150k-$249,999",30277,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30064,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30101,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,,1,0,0,0,0,1,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,28904,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
2,1,Sports,2,0,0,0,0,0,0,0,Male,Under 25,Some college,White,,,,,,,No,Yes,Less than $25k,30263,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,,Hispanic,,,,,,No,No,"$100k-$149,999",30319,0,0,0,1
1,1,Other,1,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30263,0,0,0,1
0,,,1,,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30342,0,0,0,1
0,,,,4,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,African American,,,,,No,No,"$25k-$49,999",30168,0,0,1,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30022,0,0,1,0
5,2,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,No,No,Prefer not to answer,30101,0,0,0,1
4,0,Other,4,4,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30068,0,0,1,0
5,2,Other,2,1,1,0,0,0,0,0,Female,35-44,Some college,White,,,,,,,No,No,"$25k-$49,999",37379,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,65+,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30075,0,0,0,1
1,0,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$50k-$74,999",,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
1,0,Sports,,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30269,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,,,,,,Other,,Yes,No,Prefer not to answer,30068,1,0,0,0
0,,,,0,0,0,0,0,0,0,Female,65+,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,Prefer not to answer,30338,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30068,1,0,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30080,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30062,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$50k-$74,999",30014,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30060,0,0,0,1
1,0,Sports,3,0,0,0,0,0,0,0,Female,35-44,Some college,White,,,,,,,Yes,No,Prefer not to answer,37934,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,White,,,,,,,No,No,Prefer not to answer,30033,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,1,4,0,0,0,0,1,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30127,0,1,0,0
1,0,First-person shooters,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30040,0,0,1,0
4,1,Real-time strategy,4,1,0,0,0,0,1,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30022,1,0,0,0
4,0,Other,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$50k-$74,999",30528,1,0,0,0
3,1,Role playing game,2,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,Yes,"$50k-$74,999",30144,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30075,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Male,65+,Some college,White,,,,,,,Yes,No,Prefer not to answer,30294,1,0,0,0
0,,Other,3,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",31069,0,0,1,0
4,0,Sports,2,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,"$75k-$99,999",30721,1,0,0,0
5,2,Sports,3,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,"$50k-$74,999",30008,1,0,0,0
1,0,Real-time strategy,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",,1,0,0,0
1,0,Sports,5,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$50k-$74,999",35988,0,0,0,1
1,0,Sports,2,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$75k-$99,999",30152,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,Yes,Yes,Prefer not to answer,30189,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30143,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
4,1,First-person shooters,5,4,1,1,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,No,No,$250k or more,30328,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
4,1,Role playing game,4,6,1,0,0,1,1,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,"$100k-$149,999",30115,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30339,1,0,0,0
1,0,Other,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,No,No,"$150k-$249,999",,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30339,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,,0,0,0,0,0,0,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30062,0,0,1,0
0,,,5,5,0,0,0,0,1,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30342,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
3,3,Sports,4,1,1,1,0,0,0,0,Female,Under 25,Some college,White,,,,,,,No,No,Less than $25k,35401,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30017,0,0,0,1
1,0,Racing,3,1,0,0,0,0,1,0,Male,45-54,Some college,White,,,,,,,Yes,No,"$50k-$74,999",30188,0,0,1,0
1,0,Sports,4,1,0,0,0,0,1,0,Female,35-44,Advanced or professional degree,White,,,,,,,No,No,"$25k-$49,999",30075,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30363,0,1,0,0
2,1,Role playing game,2,0,0,0,0,0,0,0,Male,25-34,High school diploma,,,African American,,,,,No,No,"$25k-$49,999",30034,0,0,0,0
0,,,,,0,0,0,0,0,0,Female,55-64,Some college,White,,,,,,,No,No,"$25k-$49,999",30126,0,0,0,0
0,,,,,0,0,0,0,1,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30022,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30067,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Some college,White,,,,,,,Yes,Yes,"$150k-$249,999",30342,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30024,0,0,0,0
0,,,4,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30152,0,0,0,0
0,,Sports,1,0,0,0,0,0,0,0,Female,Under 25,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30548,0,0,0,0
5,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30324,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30062,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,,,African American,,,,,No,Yes,"$50k-$74,999",30331,0,0,0,1
1,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30044,0,0,0,1
0,,Sports,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,$250k or more,30126,0,0,1,0
0,,Sports,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30547,0,0,0,0
4,0,Role playing game,5,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$75k-$99,999",30040,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30080,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,,Hispanic,,,,,,Yes,Yes,Prefer not to answer,30033,0,0,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,Hispanic,,,,,,No,No,"$100k-$149,999",30082,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,No,Prefer not to answer,,0,0,0,0
4,1,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30736,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30030,0,0,0,0
0,,,1,4,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,No,No,"$75k-$99,999",30642,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30004,0,0,0,0
1,1,Sports,2,1,0,0,0,0,1,0,Male,45-54,Some college,White,,,,,,,Yes,Yes,"$50k-$74,999",37412,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,Prefer not to answer,Some college,White,,,,,,,Yes,No,"$100k-$149,999",,0,0,0,0
1,0,Other,3,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30157,0,0,0,1
0,,,,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30067,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30144,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
1,1,Sports,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,No,No,"$100k-$149,999",30127,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
3,1,Real-time strategy,2,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,Prefer not to answer,No,"$100k-$149,999",,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
1,0,Other,4,4,1,0,0,0,1,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$75k-$99,999",30506,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30101,0,0,0,1
0,,,3,0,0,0,0,0,0,0,Female,55-64,Some college,White,,,,,,,Yes,No,"$75k-$99,999",30102,0,0,1,0
1,1,,3,1,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$50k-$74,999",,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30350,0,0,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Female,Under 25,Some college,White,,,,,,,No,No,Prefer not to answer,31069,0,0,0,0
4,1,First-person shooters,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,$250k or more,30075,0,0,0,0
0,,,5,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30269,0,0,0,1
0,,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30075,0,0,0,0
4,1,Role playing game,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,No,No,"$75k-$99,999",30075,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30040,0,0,0,0
6,4,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30144,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
2,,Sports,5,,0,0,0,0,1,0,Male,25-34,High school diploma,White,,,,,,,Prefer not to answer,Prefer not to answer,Prefer not to answer,,0,0,0,0
4,0,Other,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",31904,0,0,0,0
0,,,4,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,Yes,No,Prefer not to answer,30066,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30076,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,Other,5,5,0,0,0,0,1,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,No,No,"$150k-$249,999",30342,0,0,0,0
4,1,Sports,1,1,0,0,0,0,0,0,Male,55-64,Some college,,,African American,,,,,Yes,No,"$75k-$99,999",30052,0,0,0,0
0,,,,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30342,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,5,4,0,0,0,0,1,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30033,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,,,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,No,No,Prefer not to answer,30143,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,Under 25,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30307,0,0,0,0
4,1,Real-time strategy,1,1,1,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30062,0,0,0,0
0,,,,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,"$75k-$99,999",,0,0,0,0
5,1,Role playing game,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30092,0,0,0,0
1,0,Multiplayer online battle arena (MOBA),1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30145,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,65+,Advanced or professional degree,White,,,,,,,No,,"$150k-$249,999",30501,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30134,0,0,1,0
4,1,First-person shooters,5,4,1,0,0,1,1,0,Male,25-34,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,No,No,Prefer not to answer,30342,0,0,1,0
1,0,Racing,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30342,0,0,1,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30318,1,0,0,0
1,0,First-person shooters,,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,No,No,$250k or more,30064,1,0,0,0
1,0,Sports,,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,,,,Asian,,,,Yes,Yes,"$100k-$149,999",30127,0,0,1,0
0,,Other,,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30084,0,0,0,1
0,,,5,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,,0,0,1,0
0,,Other,,6,0,0,0,0,1,0,Male,55-64,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30317,0,0,0,1
0,,Racing,,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30076,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
1,0,Other,,0,0,0,0,0,0,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30252,0,0,1,0
0,,,,4,0,0,0,0,1,0,Female,Prefer not to answer,Advanced or professional degree,,,,,,Other,,Yes,No,Prefer not to answer,,1,0,0,0
0,,,2,1,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30341,0,0,0,0
0,,,,3,0,0,0,0,1,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30022,0,0,0,0
1,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$100k-$149,999",78757,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
2,1,Sports,5,6,0,0,0,1,1,0,Male,Under 25,Advanced or professional degree,White,,,,,,,No,No,Prefer not to answer,37354,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Prefer not to answer,55-64,Some college,White,,,,,,,Prefer not to answer,No,Prefer not to answer,30106,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,,4,0,0,0,0,1,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",37774,0,0,0,0
3,0,Multiplayer online battle arena (MOBA),1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30062,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,65+,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30144,0,0,0,0
4,1,Sports,2,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30127,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30080,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,Hispanic,,,,,,No,No,"$100k-$149,999",30132,0,0,0,0
4,2,Role playing game,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,,,,Asian,,,,No,No,"$25k-$49,999",30329,0,0,0,0
0,,Other,,0,0,0,0,0,0,0,Female,45-54,Some college,White,,,,,,,No,Yes,"$25k-$49,999",37876,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",37769,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Advanced or professional degree,,,African American,,,,,No,No,Prefer not to answer,30331,0,0,0,0
1,1,First-person shooters,1,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,No,No,"$25k-$49,999",30107,0,0,0,0
0,,Sports,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$75k-$99,999",30736,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,55-64,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Yes,No,Prefer not to answer,30114,0,0,0,0
0,,Other,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,,3,0,0,0,0,1,0,Male,65+,Some college,White,,,,,,,No,No,Prefer not to answer,,0,0,0,0
0,,,4,4,0,0,0,0,1,1,Female,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",32034,0,0,0,0
3,1,Sports,5,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$75k-$99,999",30161,0,0,0,0
1,0,Other,4,4,0,0,0,0,1,1,Male,35-44,Bachelors degree,White,,,,,,,No,No,Prefer not to answer,37405,0,0,0,0
1,1,Sports,5,4,0,0,0,1,0,0,Male,55-64,Some college,White,,,,,,,No,No,"$25k-$49,999",31015,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30126,0,0,0,0
0,,,,0,0,0,0,0,0,0,Male,Prefer not to answer,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30319,0,0,0,0
0,,,5,4,0,0,0,0,1,1,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30075,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",35044,0,0,0,1
0,,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30189,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
0,,,,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30062,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,Prefer not to answer,30062,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,25-34,Some college,White,,,,,,,Yes,Yes,"$50k-$74,999",30117,0,0,1,0
3,3,First-person shooters,4,4,1,0,0,1,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30096,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30305,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Female,25-34,Technical degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30650,0,0,1,0
0,,,,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30062,0,0,1,0
2,1,First-person shooters,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$25k-$49,999",30340,0,0,1,0
1,1,Other,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,Yes,No,"$100k-$149,999",,0,0,1,0
3,1,Sports,,0,0,0,0,0,0,0,Male,65+,Bachelors degree,White,,,,,,,Yes,No,"$75k-$99,999",30144,1,0,0,0
